Symbol,Company,Industry,Index,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
WIPRO,Wipro Ltd.,Information Technology,NIFTY500,01-01-1996,0.425669401884079,0.425669401884079,0.425669401884079,0.425669401884079,39999,0.0,0.0
WIPRO,Wipro Ltd.,Information Technology,NIFTY500,02-01-1996,0.39256158471107483,0.39256158471107483,0.39256158471107483,0.39256158471107483,79999,0.0,0.0
WIPRO,Wipro Ltd.,Information Technology,NIFTY500,03-01-1996,0.40675070881843567,0.40675070881843567,0.40675070881843567,0.40675070881843567,39999,0.0,0.0
WIPRO,Wipro Ltd.,Information Technology,NIFTY500,04-01-1996,0.40675070881843567,0.40675070881843567,0.40675070881843567,0.40675070881843567,239999,0.0,0.0
WIPRO,Wipro Ltd.,Information Technology,NIFTY500,05-01-1996,0.40675070881843567,0.40675070881843567,0.40675070881843567,0.40675070881843567,0,0.0,0.0
WIPRO,Wipro Ltd.,Information Technology,NIFTY500,08-01-1996,0.40675070881843567,0.40675070881843567,0.40675070881843567,0.40675070881843567,0,0.0,0.0
WIPRO,Wipro Ltd.,Information Technology,NIFTY500,09-01-1996,0.40958847907637386,0.40958847907637386,0.40675070881843567,0.40675070881843567,79999,0.0,0.0
WIPRO,Wipro Ltd.,Information Technology,NIFTY500,10-01-1996,0.4067506416623523,0.40731820464134216,0.4067506416623523,0.40731820464134216,119999,0.0,0.0
WIPRO,Wipro Ltd.,Information Technology,NIFTY500,11-01-1996,0.4073182718911323,0.411480340950181,0.40296698507082146,0.40675070881843567,159999,0.0,0.0
WIPRO,Wipro Ltd.,Information Technology,NIFTY500,12-01-1996,0.40675070881843567,0.40675070881843567,0.40675070881843567,0.40675070881843567,39999,0.0,0.0
WIPRO,Wipro Ltd.,Information Technology,NIFTY500,15-01-1996,0.40675070881843567,0.40675070881843567,0.40675070881843567,0.40675070881843567,0,0.0,0.0
WIPRO,Wipro Ltd.,Information Technology,NIFTY500,16-01-1996,0.3972912132740021,0.3972912132740021,0.3972912132740021,0.3972912132740021,39999,0.0,0.0
WIPRO,Wipro Ltd.,Information Technology,NIFTY500,17-01-1996,0.3972912132740021,0.3972912132740021,0.3972912132740021,0.3972912132740021,0,0.0,0.0
WIPRO,Wipro Ltd.,Information Technology,NIFTY500,18-01-1996,0.397291306106655,0.40485879778862,0.40485879778862,0.40485879778862,39999,0.0,0.0
WIPRO,Wipro Ltd.,Information Technology,NIFTY500,19-01-1996,0.3991830744760486,0.3991830744760486,0.3972912132740021,0.3972912132740021,79999,0.0,0.0
WIPRO,Wipro Ltd.,Information Technology,NIFTY500,22-01-1996,0.38977076929133075,0.40485879778862,0.38977076929133075,0.40485879778862,199999,0.0,0.0
WIPRO,Wipro Ltd.,Information Technology,NIFTY500,23-01-1996,0.40485870318771716,0.3972912132740021,0.3972912132740021,0.3972912132740021,159999,0.0,0.0
WIPRO,Wipro Ltd.,Information Technology,NIFTY500,24-01-1996,0.3963453052257433,0.3972912132740021,0.3963453052257433,0.3972912132740021,79999,0.0,0.0
WIPRO,Wipro Ltd.,Information Technology,NIFTY500,25-01-1996,0.3968182818026372,0.39776418985089596,0.39256158282165027,0.3972912132740021,1239999,0.0,0.0
WIPRO,Wipro Ltd.,Information Technology,NIFTY500,26-01-1996,0.3972912132740021,0.3972912132740021,0.3972912132740021,0.3972912132740021,0,0.0,0.0
