Symbol,Company,Industry,Index,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
NTPC,NTPC Ltd.,Power,NIFTY500,05-11-2004,38.15090588245085,38.15090588245085,30.347309783468834,32.75341796875,279042883,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,08-11-2004,33.29533488883708,34.0756943002942,32.51497547737996,32.601680755615234,82638332,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,09-11-2004,32.55833513794265,32.99186757628331,32.31989259453884,32.645042419433594,44953063,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,10-11-2004,32.731752981739795,32.92684290805966,32.51498771997818,32.53666305541992,20896119,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,11-11-2004,32.666710927854055,32.68838823983802,32.21150126808715,32.27653121948242,19153711,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,12-11-2004,32.51497650688108,35.72311953252223,31.92970692975722,32.36323928833008,5104155,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,15-11-2004,32.36323928833008,32.36323928833008,32.36323928833008,32.36323928833008,0,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,16-11-2004,32.38491430496247,32.42826694237932,31.734614820927078,31.929704666137695,15905272,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,17-11-2004,31.951395566262573,32.60169536726598,31.86469024916712,31.908042907714844,24043420,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,18-11-2004,32.51497420176955,34.61760787711296,31.864674717734157,31.929704666137695,21545230,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,19-11-2004,31.929716714137996,32.44995649766774,31.864686741196778,31.886362075805664,19074889,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,22-11-2004,31.90802882309475,32.536651025063506,31.21437666973072,32.27653121948242,33741682,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,23-11-2004,32.51497765346777,33.16527720653712,32.49330034017987,32.883480072021484,35706926,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,24-11-2004,33.18695522236451,33.81557949760145,33.03521997073372,33.72887420654297,36985500,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,25-11-2004,33.77222899396645,34.24911807584117,33.29534388120602,33.40372848510742,28246130,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,26-11-2004,33.40372848510742,33.40372848510742,33.40372848510742,33.40372848510742,0,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,29-11-2004,33.46876861378374,33.81559389479442,33.27367666444833,33.51211929321289,17041910,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,30-11-2004,33.772218001750666,34.55257736997427,33.3170083702869,34.292457580566406,47944693,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,01-12-2004,34.46587650259352,34.89941086339982,34.24911130674712,34.552581787109375,40466184,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,02-12-2004,34.89941062105574,35.267911054524376,34.66096612890102,34.87773132324219,21840421,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,03-12-2004,35.007791921068375,35.07282187755897,34.357492356162375,34.50923156738281,15302190,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,06-12-2004,35.37629467191752,35.59305986034982,34.530905277184196,34.63928985595703,13179942,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,07-12-2004,34.769350710628345,35.4413255914654,34.48755159196,34.87773132324219,25779588,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,08-12-2004,34.986114510960185,35.20287969666442,34.48755021781579,34.682640075683594,26046708,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,09-12-2004,34.63928942001074,34.83437927787855,34.509229514765536,34.682640075683594,11302275,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,10-12-2004,35.376295746379,35.376295746379,34.11905126470484,34.24911117553711,11900146,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,13-12-2004,34.31414169791101,34.68264213861537,34.18408178492981,34.50923156738281,8461089,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,14-12-2004,34.725997419918286,35.44132695478552,34.59593750448788,35.37629699707031,19229175,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,15-12-2004,35.54971314965862,36.63354318122362,35.52803385002993,36.46013259887695,28750713,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,16-12-2004,36.63354867416685,36.85031788827392,36.20001818418152,36.330078125,11662995,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,17-12-2004,36.46013103874383,36.50348169791861,35.766476831697275,35.98324203491211,10503541,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,20-12-2004,35.98324063168545,36.39509966158023,35.98324063168545,36.09162521362305,7543022,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,21-12-2004,36.20001070674203,36.76360102113116,36.17833140834073,36.633541107177734,12386305,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,22-12-2004,36.82863845064952,36.82863845064952,35.939898171051155,36.04827880859375,10146313,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,23-12-2004,35.98324063168545,36.41677499032235,35.98324063168545,36.09162521362305,6996610,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,24-12-2004,36.308395829973016,36.590194991266465,36.113305934822506,36.265045166015625,6717558,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,27-12-2004,36.20001896618121,37.06708393399678,35.983249747391454,36.87199401855469,13158428,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,28-12-2004,37.045405745777295,37.78241071318577,36.98037577897319,37.69570541381836,12664876,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,29-12-2004,37.71736886371852,38.627788112153105,37.54395435050286,37.739044189453125,19708872,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,30-12-2004,37.782414137377636,38.06420936269625,36.98037913047722,37.13211441040039,19720972,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,31-12-2004,37.32721061545786,38.107570419265336,37.2838559699857,37.825775146484375,7890946,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,03-01-2005,38.1509181607412,38.49774335440943,37.73905902607603,38.36768341064453,12163233,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,04-01-2005,38.43271173013223,38.866246180413796,37.99917727985067,38.49774169921875,13687440,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,05-01-2005,38.34599720293111,38.627792344810565,35.65808981456792,36.7852783203125,17104466,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,06-01-2005,36.74192395808944,36.74192395808944,35.37629492601886,35.853179931640625,22095028,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,07-01-2005,36.37343128725005,36.3951105916163,35.89654612791262,36.13499069213867,9361992,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,10-01-2005,38.15091943773567,38.15091943773567,36.026605628765445,36.178340911865234,8200237,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,11-01-2005,36.19999448736066,36.330054343040864,35.35460542543934,35.46298599243164,9977935,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,12-01-2005,35.116163974016395,35.76646330686855,33.81556530831208,34.270774841308594,17880980,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,13-01-2005,34.81268671403062,35.76646031205605,34.509216363518014,35.46298599243164,13217640,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,14-01-2005,35.70144151980247,35.80982608971266,34.94275746865727,35.18120193481445,12506623,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,17-01-2005,35.54970185452413,35.59305250178018,34.29245370184774,35.224552154541016,11141163,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,18-01-2005,35.33293995693814,35.59305977004226,35.11617476905583,35.26791000366211,7756406,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,19-01-2005,35.116175457947236,35.571385139809514,34.465875912429695,34.5959358215332,10792112,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,20-01-2005,34.68263791189582,34.68263791189582,33.598808081879525,33.92395782470703,10544514,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,24-01-2005,36.7202551679109,36.7202551679109,33.707197454280326,33.837257385253906,4581762,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,25-01-2005,34.03234367325977,35.15953226825752,33.55545863329222,35.02947235107422,22563696,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,27-01-2005,35.33294004658572,35.462999953467765,34.42252069841137,34.63928985595703,13667186,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,28-01-2005,35.00780415078764,35.78816390128779,34.899423498183694,35.658103942871094,15215167,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,31-01-2005,35.76649137229288,37.71739090169068,35.76649137229288,37.50062561035156,34446121,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,01-02-2005,37.71736907419387,39.27808779450534,36.98036433486221,38.64946365356445,51985410,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,02-02-2005,38.80119964126221,39.55987964386749,38.562755200067976,38.90958023071289,34264606,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,03-02-2005,39.10468531990099,40.058459487888776,39.10468531990099,39.82001495361328,21975579,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,04-02-2005,40.08012373774384,40.27521358390232,39.12635380259998,39.77665328979492,26055172,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,07-02-2005,40.4919974699796,40.62205741477705,39.84169774599231,40.14516830444336,21897768,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,08-02-2005,40.318562675187934,40.405267938548675,39.45149813424291,39.603233337402344,14936902,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,09-02-2005,39.8416974684573,40.08013805284865,39.538222943005714,39.863372802734375,10829342,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,10-02-2005,40.6654110728667,40.6654110728667,39.55990146082451,39.90673065185547,11229171,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,11-02-2005,40.0801255160024,40.296894667426955,39.82000570958353,39.95006561279297,7557026,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,14-02-2005,40.18852589659266,40.31858585095056,39.776670697497565,39.90673065185547,7011639,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,15-02-2005,40.015111782381936,40.51367626978895,39.58158124205093,40.16685104370117,19604012,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,16-02-2005,40.31857791863357,40.4919924800313,39.82001353531138,39.92839813232422,14322358,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,17-02-2005,39.88505705933438,40.2535616391665,39.53823178774351,40.0584716796875,12975904,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,18-02-2005,40.188519051603954,40.88217334640647,40.123489085501035,40.448638916015625,16123810,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,21-02-2005,40.557036232505624,40.795476870236364,39.88505705933438,40.0584716796875,9124350,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,22-02-2005,40.12349640202213,40.21020171626535,39.84170115389548,40.16685104370117,7732782,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,23-02-2005,40.318562866192835,41.27233664412954,39.88502860911023,41.142276763916016,17505744,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,24-02-2005,41.40241383831434,41.40241383831434,40.470314994250295,40.68708419799805,18325854,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,25-02-2005,41.25796650022201,41.25796650022201,40.44554377967484,40.6212043762207,9350716,1.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,28-02-2005,40.73098997207877,41.19209553410427,40.53337330263927,40.84077835083008,11375136,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,01-03-2005,41.06035108781127,41.06035108781127,40.577289458244074,40.84077835083008,6108627,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,02-03-2005,40.774912298315655,41.279934092372955,40.774912298315655,41.01644515991211,5037324,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,03-03-2005,41.03838857071998,41.34579357059935,40.99447242201698,41.25796127319336,4743553,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,04-03-2005,41.34579357059935,41.65319454995792,41.12621684760517,41.25796127319336,7437644,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,07-03-2005,41.30187882191693,41.543411617189506,40.35771174670385,40.48945617675781,13698188,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,08-03-2005,41.06036229935674,41.38972350502143,40.313811573357626,41.23602294921875,10172664,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,09-03-2005,41.38971094250108,41.45558316364062,40.35771549166257,40.6212043762207,8272939,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,10-03-2005,40.70904283015142,40.928615615274786,40.44555387979445,40.86274337768555,5171821,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,11-03-2005,41.016436378414866,41.27992525446352,40.840775787542036,41.06034851074219,6961393,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,14-03-2005,41.01643895272789,41.14818339902089,40.64316168139058,40.84077835083008,3428025,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,15-03-2005,40.92860166559649,41.192090526148654,40.22596738447133,40.291839599609375,5229544,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,16-03-2005,40.3796808089333,40.59925358952559,40.006403463456415,40.11619186401367,2940363,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,17-03-2005,40.18205809587997,40.18205809587997,39.32571915285301,39.545291900634766,3161128,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,18-03-2005,39.523334566964756,39.698995171880654,38.359590597874735,39.3915901184082,5950956,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,21-03-2005,39.47942127038374,39.50138136041489,38.64504238276653,38.710914611816406,2526499,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,22-03-2005,38.77678235873804,39.0402712444814,37.45933793002125,37.63499450683594,6265648,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,23-03-2005,41.93865500319019,41.93865500319019,36.55908814079687,36.866493225097656,7610011,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,24-03-2005,36.66887270673605,37.28367879067225,36.4492959463491,36.9323616027832,6350264,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,28-03-2005,37.50326000889139,38.05219801343557,36.9762820976633,37.810665130615234,6776629,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,29-03-2005,38.18394683451944,38.18394683451944,36.97628630357341,37.21781921386719,6381501,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,30-03-2005,37.50324497390366,37.766733823885474,37.0421394864355,37.48128890991211,4986117,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,31-03-2005,37.65694814290281,37.96434910992494,37.2836709452095,37.45933151245117,7579984,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,01-04-2005,43.47567283943908,43.47567283943908,37.41542753454757,38.469383239746094,5282652,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,04-04-2005,38.44742895930713,39.47942462167706,37.635002051712945,37.766746520996094,7192185,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,05-04-2005,38.11806644689712,38.11806644689712,36.844533941554914,37.744789123535156,7638286,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,06-04-2005,37.76674023457839,37.76674023457839,37.108017997809455,37.32759475708008,5135911,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,07-04-2005,37.32759989849563,37.70087320373083,37.15193927098834,37.34955596923828,3493468,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,08-04-2005,37.54715859120332,37.8326034859337,37.32758590452768,37.70085906982422,10626394,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,11-04-2005,37.76674023457839,37.76674023457839,36.97627355045567,37.32759475708008,3743150,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,12-04-2005,37.43738034844047,37.61304095753452,37.12997930817788,37.54716873168945,2742658,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,13-04-2005,37.65696458001451,37.92045353562855,37.32760338549696,37.810665130615234,9294199,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,15-04-2005,37.54716518947056,37.54716518947056,36.71278240064192,36.88844299316406,7040632,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,18-04-2005,36.44929235521826,36.77865344282722,35.131848004782405,36.47125244140625,5813714,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,19-04-2005,36.646914107052076,37.108019693865586,36.44929742698915,36.62495803833008,4192336,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,20-04-2005,36.712788520410705,37.30563859591057,36.47125968851794,37.129981994628906,3868274,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,21-04-2005,37.28367362045059,37.54716247995908,36.668867621771106,37.437374114990234,2150659,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,22-04-2005,37.4813017653541,37.65696239909747,37.21781282500012,37.37151336669922,2223810,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,25-04-2005,37.3715118001732,37.766745194136924,37.26172742664239,37.744789123535156,2630864,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,26-04-2005,37.722839406507944,37.87653996765172,37.481306507119704,37.65696716308594,4058134,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,27-04-2005,37.32760139548853,37.70087471569355,36.91040789099277,37.10802459716797,2715512,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,28-04-2005,37.108024070422026,37.108024070422026,35.46121820900504,35.834495544433594,15146318,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,29-04-2005,35.81253420275637,36.44929636178016,35.7466619779938,36.07602310180664,6940116,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,02-05-2005,36.18580250643153,36.317546937911885,35.636868715437025,36.05405807495117,2775561,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,03-05-2005,36.20776125314216,36.20776125314216,35.8564401018383,36.032100677490234,1882176,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,04-05-2005,36.11992895505578,36.27363346644653,35.96622846418586,36.032100677490234,2772879,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,05-05-2005,36.185807365825845,36.6030008018859,36.14189522978275,36.27363967895508,2929875,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,06-05-2005,36.27364985355079,36.53713882580292,36.14190536742473,36.44930648803711,2120811,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,09-05-2005,36.44929722433427,37.12997957666983,36.44929722433427,37.02019119262695,4601506,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,10-05-2005,37.283688964796575,37.569134006567225,37.06411616501319,37.23977279663086,4950649,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,11-05-2005,37.5032502099989,37.76673909676826,36.888444147710835,37.305633544921875,4892307,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,12-05-2005,37.32758716347274,37.54715985755389,37.10801044887094,37.19584274291992,2208519,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,13-05-2005,37.108019419751336,37.30563609835449,36.75670222018627,37.15193557739258,2057976,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,16-05-2005,37.327601223654995,37.547174000442595,37.129984518389506,37.37151336669922,3278509,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,17-05-2005,37.15193440651051,37.54716775126062,36.66887276976754,36.80061721801758,1394779,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,18-05-2005,36.844539492726696,37.19586079841861,36.55909444980929,37.04215621948242,2263226,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,19-05-2005,37.1958480249475,37.30563237731777,36.88844299316406,36.88844299316406,931623,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,20-05-2005,36.88844551001044,36.99823389039263,36.60300054564252,36.80061721801758,1914892,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,23-05-2005,36.888445446601516,37.08606211863688,36.71278484239625,36.9323616027832,1451638,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,24-05-2005,37.10802727869016,37.10802727869016,36.75671000472122,36.82258224487305,1410805,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,25-05-2005,36.822570773533414,37.064103585686205,35.68078697344255,36.88844299316406,1504423,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,26-05-2005,36.95431413235494,36.95431413235494,36.03210308448868,36.207763671875,11096572,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,27-05-2005,36.4492936854096,36.93235931187928,36.36146539901568,36.49320983886719,4510701,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,30-05-2005,36.8445309261573,36.8445309261573,36.207768746121516,36.36146926879883,1597528,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,31-05-2005,36.80061345332731,36.80061345332731,36.33950793162312,36.66886901855469,2384834,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,01-06-2005,36.58104184616225,36.84453075266647,36.58104184616225,36.69083023071289,1894700,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,02-06-2005,36.84453880476413,36.976283286808005,36.097988080022986,36.16386032104492,2128778,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,03-06-2005,36.16385872175661,36.603008315989705,36.14190264922778,36.53713607788086,2940793,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,06-06-2005,36.62495382278897,38.51329211066045,36.4932093845775,37.613037109375,14845281,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,07-06-2005,38.2498122553824,38.2498122553824,37.656962143608226,37.766746520996094,3672279,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,08-06-2005,37.98633326003788,38.24982226757451,37.72284425250126,38.0082893371582,3469869,0.0,0.0
NTPC,NTPC Ltd.,Power,NIFTY500,09-06-2005,38.09609345845184,38.20588181533612,37.65694807195598,37.72282028198242,2383323,0.0,0.0
