Symbol,Company,Industry,Index,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
TITAN,Titan Company Ltd.,Consumer Durables,NIFTY500,01-01-1996,5.200402687920992,5.200402687920992,5.155571460723877,5.155571460723877,4000,0.0,0.0
TITAN,Titan Company Ltd.,Consumer Durables,NIFTY500,02-01-1996,5.200401733799357,5.245232525229064,5.110739295855562,5.157812118530273,24000,0.0,0.0
TITAN,Titan Company Ltd.,Consumer Durables,NIFTY500,03-01-1996,5.157812053187984,5.155570449513568,5.065908440247855,5.110739231109619,22000,0.0,0.0
TITAN,Titan Company Ltd.,Consumer Durables,NIFTY500,04-01-1996,5.065908878019869,5.065908878019869,4.976246861005987,5.027802467346191,46000,0.0,0.0
TITAN,Titan Company Ltd.,Consumer Durables,NIFTY500,05-01-1996,4.931415518440442,4.976246739624967,4.886584297255918,4.8910675048828125,20000,0.0,0.0
TITAN,Titan Company Ltd.,Consumer Durables,NIFTY500,08-01-1996,4.891066520488376,4.886583313763788,4.841752529144287,4.841752529144287,24000,0.0,0.0
TITAN,Titan Company Ltd.,Consumer Durables,NIFTY500,09-01-1996,4.707260239917776,4.841753475138154,4.707260239917776,4.839511871337891,46000,0.0,0.0
TITAN,Titan Company Ltd.,Consumer Durables,NIFTY500,10-01-1996,4.839512356857136,4.886584758758545,4.752091937587518,4.886584758758545,10000,0.0,0.0
TITAN,Titan Company Ltd.,Consumer Durables,NIFTY500,11-01-1996,4.841753074150347,4.93141508102417,4.841753074150347,4.93141508102417,14000,0.0,0.0
TITAN,Titan Company Ltd.,Consumer Durables,NIFTY500,12-01-1996,4.93141427620045,5.222815857868181,5.0659074783325195,5.0659074783325195,54000,0.0,0.0
TITAN,Titan Company Ltd.,Consumer Durables,NIFTY500,15-01-1996,4.8865842620656625,4.8865842620656625,4.843995072543499,4.866410255432129,10000,0.0,0.0
TITAN,Titan Company Ltd.,Consumer Durables,NIFTY500,16-01-1996,4.866409565081216,5.155570000779975,4.886583568852857,5.1197052001953125,34000,0.0,0.0
TITAN,Titan Company Ltd.,Consumer Durables,NIFTY500,17-01-1996,5.119704002535443,5.063665211288376,4.900032043457031,4.900032043457031,6000,0.0,0.0
